Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,,,,,,,,
65,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
66,[comctl32.dll],67,0,0.34,0,comctl32.dll,,,,,,,,
35,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
36,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
37,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
38,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
39,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
40,[comctl32.dll],67,0,0.34,0,comctl32.dll,,,,,,,,
41,[comctl32.dll],67,0,0.34,0,comctl32.dll,,,,,,,,
42,[ExplorerFrame.dll],67,0,0.34,0,ExplorerFrame.dll,,,,,,,,
43,[ExplorerFrame.dll],67,0,0.34,0,ExplorerFrame.dll,,,,,,,,
44,[comctl32.dll],67,0,0.34,0,comctl32.dll,,,,,,,,
45,[comctl32.dll],67,0,0.34,0,comctl32.dll,,,,,,,,
46,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
47,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
48,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
49,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
50,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
51,[comctl32.dll],67,0,0.34,0,comctl32.dll,,,,,,,,
52,[comctl32.dll],67,0,0.34,0,comctl32.dll,,,,,,,,
53,[comctl32.dll],67,0,0.34,0,comctl32.dll,,,,,,,,
38,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
39,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
17,[nvd3dum.dll],67,0,0.34,0,nvd3dum.dll,,,,,,,,
46,[shell32.dll],66,0,0.34,0,shell32.dll,,,,,,,,
52,[ExplorerFrame.dll],66,0,0.34,0,ExplorerFrame.dll,,,,,,,,
53,[dui70.dll],66,0,0.34,0,dui70.dll,,,,,,,,
54,[dui70.dll],66,0,0.34,0,dui70.dll,,,,,,,,
55,[dui70.dll],66,0,0.34,0,dui70.dll,,,,,,,,
67,[comctl32.dll],66,0,0.34,0,comctl32.dll,,,,,,,,
68,[ExplorerFrame.dll],66,0,0.34,0,ExplorerFrame.dll,,,,,,,,
69,[ExplorerFrame.dll],66,0,0.34,0,ExplorerFrame.dll,,,,,,,,
70,[comctl32.dll],66,0,0.34,0,comctl32.dll,,,,,,,,
47,[ExplorerFrame.dll],66,0,0.34,0,ExplorerFrame.dll,,,,,,,,
46,[duser.dll],66,0,0.34,0,duser.dll,,,,,,,,
47,[duser.dll],66,0,0.34,0,duser.dll,,,,,,,,
48,[duser.dll],66,0,0.34,0,duser.dll,,,,,,,,
49,[duser.dll],66,0,0.34,0,duser.dll,,,,,,,,
50,[dui70.dll],66,2,0.34,0.01,dui70.dll,,,,,,,,
36,[ExplorerFrame.dll],66,0,0.34,0,ExplorerFrame.dll,,,,,,,,
16,[shell32.dll],66,0,0.34,0,shell32.dll,,,,,,,,
21,[ntdll.dll],66,0,0.34,0,ntdll.dll,,,,,,,,
22,[ntdll.dll],66,0,0.34,0,ntdll.dll,,,,,,,,
23,[ntdll.dll],66,0,0.34,0,ntdll.dll,,,,,,,,
24,[ntdll.dll],66,0,0.34,0,ntdll.dll,,,,,,,,
25,[wow64.dll],66,0,0.34,0,wow64.dll,,,,,,,,
26,[wow64.dll],66,0,0.34,0,wow64.dll,,,,,,,,
27,[wow64cpu.dll],66,0,0.34,0,wow64cpu.dll,,,,,,,,
28,[wow64cpu.dll],66,66,0.34,0.34,wow64cpu.dll,,,,,,,,
11,[combase.dll],66,0,0.34,0,combase.dll,,,,,,,,
46,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
47,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
71,[comctl32.dll],65,0,0.33,0,comctl32.dll,,,,,,,,
72,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
73,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
74,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
75,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
76,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
77,[duser.dll],65,0,0.33,0,duser.dll,,,,,,,,
78,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
79,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
80,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
81,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
82,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
83,[dui70.dll],65,0,0.33,0,dui70.dll,,,,,,,,
84,[ExplorerFrame.dll],65,0,0.33,0,ExplorerFrame.dll,,,,,,,,
48,[shell32.dll],65,0,0.33,0,shell32.dll,,,,,,,,
49,[SHCore.dll],65,0,0.33,0,SHCore.dll,,,,,,,,
45,[user32.dll],65,0,0.33,0,user32.dll,,,,,,,,
85,[ExplorerFrame.dll],65,0,0.33,0,ExplorerFrame.dll,,,,,,,,
36,[shell32.dll],65,0,0.33,0,shell32.dll,,,,,,,,
6,[KernelBase.dll],65,0,0.33,0,KernelBase.dll,,,,,,,,
19,[shell32.dll],65,0,0.33,0,shell32.dll,,,,,,,,
47,[shell32.dll],64,0,0.33,0,shell32.dll,,,,,,,,
56,[dui70.dll],64,0,0.33,0,dui70.dll,,,,,,,,
93,[shell32.dll],64,0,0.33,0,shell32.dll,,,,,,,,
26,[KernelBase.dll],64,1,0.33,0.01,KernelBase.dll,,,,,,,,
59,[ntdll.dll],63,0,0.32,0,ntdll.dll,,,,,,,,
60,[user32.dll],63,0,0.32,0,user32.dll,,,,,,,,
61,[user32.dll],63,0,0.32,0,user32.dll,,,,,,,,
62,[user32.dll],63,0,0.32,0,user32.dll,,,,,,,,
63,[user32.dll],63,0,0.32,0,user32.dll,,,,,,,,
64,[user32.dll],63,0,0.32,0,user32.dll,,,,,,,,
65,[comctl32.dll],63,0,0.32,0,comctl32.dll,,,,,,,,
38,[comctl32.dll],63,0,0.32,0,comctl32.dll,,,,,,,,
30,[ExplorerFrame.dll],63,0,0.32,0,ExplorerFrame.dll,,,,,,,,
31,[user32.dll],63,0,0.32,0,user32.dll,,,,,,,,
18,[user32.dll],63,0,0.32,0,user32.dll,,,,,,,,
19,[windows.storage.dll],63,0,0.32,0,windows.storage.dll,,,,,,,,
18,[nvd3dum.dll],63,0,0.32,0,nvd3dum.dll,,,,,,,,
55,[ExplorerFrame.dll],62,0,0.32,0,ExplorerFrame.dll,,,,,,,,
50,[user32.dll],62,0,0.32,0,user32.dll,,,,,,,,
51,[user32.dll],62,0,0.32,0,user32.dll,,,,,,,,
50,[ExplorerFrame.dll],62,0,0.32,0,ExplorerFrame.dll,,,,,,,,
51,[ExplorerFrame.dll],62,0,0.32,0,ExplorerFrame.dll,,,,,,,,
52,[ExplorerFrame.dll],62,0,0.32,0,ExplorerFrame.dll,,,,,,,,
53,[ExplorerFrame.dll],62,0,0.32,0,ExplorerFrame.dll,,,,,,,,
54,[dui70.dll],62,0,0.32,0,dui70.dll,,,,,,,,
55,[duser.dll],62,0,0.32,0,duser.dll,,,,,,,,
56,[duser.dll],62,0,0.32,0,duser.dll,,,,,,,,
57,[duser.dll],62,0,0.32,0,duser.dll,,,,,,,,
58,[duser.dll],62,0,0.32,0,duser.dll,,,,,,,,
59,[dui70.dll],62,0,0.32,0,dui70.dll,,,,,,,,
60,[dui70.dll],62,0,0.32,0,dui70.dll,,,,,,,,
61,[ExplorerFrame.dll],62,0,0.32,0,ExplorerFrame.dll,,,,,,,,
62,[ExplorerFrame.dll],62,0,0.32,0,ExplorerFrame.dll,,,,,,,,
39,[user32.dll],62,0,0.32,0,user32.dll,,,,,,,,
40,[user32.dll],62,0,0.32,0,user32.dll,,,,,,,,
41,[user32.dll],62,0,0.32,0,user32.dll,,,,,,,,
42,[user32.dll],62,0,0.32,0,user32.dll,,,,,,,,
43,[imm32.dll],62,0,0.32,0,imm32.dll,,,,,,,,
20,[shell32.dll],62,0,0.32,0,shell32.dll,,,,,,,,
85,[dui70.dll],61,0,0.31,0,dui70.dll,,,,,,,,
51,[ExplorerFrame.dll],61,0,0.31,0,ExplorerFrame.dll,,,,,,,,
33,[ExplorerFrame.dll],61,0,0.31,0,ExplorerFrame.dll,,,,,,,,
15,System.Numerics.Complex.get_Magnitude,61,61,0.31,0.31,System.Numerics.ni.dll,,,,,,,,
7,[ntdll.dll],61,0,0.31,0,ntdll.dll,,,,,,,,
14,[windows.storage.dll],61,0,0.31,0,windows.storage.dll,,,,,,,,
54,[user32.dll],60,0,0.31,0,user32.dll,,,,,,,,
42,[user32.dll],60,0,0.31,0,user32.dll,,,,,,,,
37,[dui70.dll],60,0,0.31,0,dui70.dll,,,,,,,,
38,[duser.dll],60,0,0.31,0,duser.dll,,,,,,,,
39,[duser.dll],60,0,0.31,0,duser.dll,,,,,,,,
48,[shell32.dll],59,0,0.3,0,shell32.dll,,,,,,,,
43,[user32.dll],59,0,0.3,0,user32.dll,,,,,,,,
54,[UIAutomationCore.dll],59,0,0.3,0,UIAutomationCore.dll,,,,,,,,
36,[SHCore.dll],59,0,0.3,0,SHCore.dll,,,,,,,,
37,[ExplorerFrame.dll],59,0,0.3,0,ExplorerFrame.dll,,,,,,,,
4,[windows.storage.dll],59,0,0.3,0,windows.storage.dll,,,,,,,,
55,[UIAutomationCore.dll],58,0,0.3,0,UIAutomationCore.dll,,,,,,,,
40,[duser.dll],58,0,0.3,0,duser.dll,,,,,,,,
41,[duser.dll],58,0,0.3,0,duser.dll,,,,,,,,
56,[shell32.dll],57,0,0.29,0,shell32.dll,,,,,,,,
85,[windows.storage.dll],57,0,0.29,0,windows.storage.dll,,,,,,,,
13,[KernelBase.dll],57,4,0.29,0.02,KernelBase.dll,,,,,,,,
40,[ntdll.dll],56,0,0.29,0,ntdll.dll,,,,,,,,
41,[user32.dll],56,0,0.29,0,user32.dll,,,,,,,,
42,[user32.dll],56,0,0.29,0,user32.dll,,,,,,,,
43,[user32.dll],56,0,0.29,0,user32.dll,,,,,,,,
44,[user32.dll],56,0,0.29,0,user32.dll,,,,,,,,
45,[user32.dll],56,0,0.29,0,user32.dll,,,,,,,,
46,[comctl32.dll],56,0,0.29,0,comctl32.dll,,,,,,,,
23,[ntdll.dll],56,0,0.29,0,ntdll.dll,,,,,,,,
24,[ntdll.dll],56,0,0.29,0,ntdll.dll,,,,,,,,
25,[ntdll.dll],56,0,0.29,0,ntdll.dll,,,,,,,,
26,[ntdll.dll],56,0,0.29,0,ntdll.dll,,,,,,,,
27,[wow64.dll],56,0,0.29,0,wow64.dll,,,,,,,,
28,[wow64.dll],56,0,0.29,0,wow64.dll,,,,,,,,
29,[wow64cpu.dll],56,0,0.29,0,wow64cpu.dll,,,,,,,,
30,[wow64.dll],56,0,0.29,0,wow64.dll,,,,,,,,
31,[wow64win.dll],56,0,0.29,0,wow64win.dll,,,,,,,,
32,[wow64win.dll],56,56,0.29,0.29,wow64win.dll,,,,,,,,
86,[windows.storage.dll],56,0,0.29,0,windows.storage.dll,,,,,,,,
87,[windows.storage.dll],56,0,0.29,0,windows.storage.dll,,,,,,,,
88,[windows.storage.dll],56,0,0.29,0,windows.storage.dll,,,,,,,,
89,[windows.storage.dll],56,0,0.29,0,windows.storage.dll,,,,,,,,
90,[windows.storage.dll],56,0,0.29,0,windows.storage.dll,,,,,,,,
91,[windows.storage.dll],56,0,0.29,0,windows.storage.dll,,,,,,,,
20,[windows.storage.dll],56,0,0.29,0,windows.storage.dll,,,,,,,,
5,[windows.storage.dll],56,0,0.29,0,windows.storage.dll,,,,,,,,
12,[wow64.dll],55,0,0.28,0,wow64.dll,,,,,,,,
13,[wow64.dll],55,0,0.28,0,wow64.dll,,,,,,,,
54,[comctl32.dll],54,0,0.28,0,comctl32.dll,,,,,,,,
21,[shell32.dll],54,0,0.28,0,shell32.dll,,,,,,,,
19,[nvd3dum.dll],54,0,0.28,0,nvd3dum.dll,,,,,,,,
86,[dui70.dll],53,0,0.27,0,dui70.dll,,,,,,,,
56,[shell32.dll],53,0,0.27,0,shell32.dll,,,,,,,,
57,[ExplorerFrame.dll],53,0,0.27,0,ExplorerFrame.dll,,,,,,,,
58,[ExplorerFrame.dll],53,0,0.27,0,ExplorerFrame.dll,,,,,,,,
59,[ExplorerFrame.dll],53,0,0.27,0,ExplorerFrame.dll,,,,,,,,
60,[ExplorerFrame.dll],53,1,0.27,0.01,ExplorerFrame.dll,,,,,,,,
31,[ntdll.dll],53,0,0.27,0,ntdll.dll,,,,,,,,
8,[user32.dll],53,0,0.27,0,user32.dll,,,,,,,,
9,[win32u.dll],53,0,0.27,0,win32u.dll,,,,,,,,
10,[ntdll.dll],53,0,0.27,0,ntdll.dll,,,,,,,,
11,[ntdll.dll],53,0,0.27,0,ntdll.dll,,,,,,,,
12,[ntdll.dll],53,0,0.27,0,ntdll.dll,,,,,,,,
13,[ntdll.dll],53,0,0.27,0,ntdll.dll,,,,,,,,
14,[wow64.dll],53,0,0.27,0,wow64.dll,,,,,,,,
15,[wow64.dll],53,0,0.27,0,wow64.dll,,,,,,,,
16,[wow64cpu.dll],53,0,0.27,0,wow64cpu.dll,,,,,,,,
17,[wow64.dll],53,0,0.27,0,wow64.dll,,,,,,,,
18,[wow64win.dll],53,0,0.27,0,wow64win.dll,,,,,,,,
19,[wow64win.dll],53,53,0.27,0.27,wow64win.dll,,,,,,,,
17,[shell32.dll],53,0,0.27,0,shell32.dll,,,,,,,,
18,[user32.dll],53,0,0.27,0,user32.dll,,,,,,,,
19,[KernelBase.dll],53,0,0.27,0,KernelBase.dll,,,,,,,,
20,[KernelBase.dll],53,0,0.27,0,KernelBase.dll,,,,,,,,
49,[shell32.dll],52,0,0.27,0,shell32.dll,,,,,,,,
47,[comctl32.dll],52,0,0.27,0,comctl32.dll,,,,,,,,
86,[uxtheme.dll],52,0,0.27,0,uxtheme.dll,,,,,,,,
87,[user32.dll],52,0,0.27,0,user32.dll,,,,,,,,
88,[user32.dll],52,0,0.27,0,user32.dll,,,,,,,,
89,[user32.dll],52,0,0.27,0,user32.dll,,,,,,,,
90,[user32.dll],52,0,0.27,0,user32.dll,,,,,,,,
91,[user32.dll],52,0,0.27,0,user32.dll,,,,,,,,
92,[ExplorerFrame.dll],52,0,0.27,0,ExplorerFrame.dll,,,,,,,,
93,[ExplorerFrame.dll],52,0,0.27,0,ExplorerFrame.dll,,,,,,,,
92,[windows.storage.dll],52,0,0.27,0,windows.storage.dll,,,,,,,,
93,[windows.storage.dll],52,0,0.27,0,windows.storage.dll,,,,,,,,
15,[windows.storage.dll],52,0,0.27,0,windows.storage.dll,,,,,,,,
16,[windows.storage.dll],52,0,0.27,0,windows.storage.dll,,,,,,,,
17,[windows.storage.dll],52,0,0.27,0,windows.storage.dll,,,,,,,,
11,[combase.dll],52,0,0.27,0,combase.dll,,,,,,,,
12,[combase.dll],52,0,0.27,0,combase.dll,,,,,,,,
48,[user32.dll],51,0,0.26,0,user32.dll,,,,,,,,
52,[dui70.dll],51,0,0.26,0,dui70.dll,,,,,,,,
32,[user32.dll],51,0,0.26,0,user32.dll,,,,,,,,
33,[user32.dll],51,0,0.26,0,user32.dll,,,,,,,,
34,[user32.dll],51,0,0.26,0,user32.dll,,,,,,,,
35,[user32.dll],51,0,0.26,0,user32.dll,,,,,,,,
36,[user32.dll],51,0,0.26,0,user32.dll,,,,,,,,
37,[comctl32.dll],51,0,0.26,0,comctl32.dll,,,,,,,,
20,[KernelBase.dll],51,0,0.26,0,KernelBase.dll,,,,,,,,
21,[KernelBase.dll],51,0,0.26,0,KernelBase.dll,,,,,,,,
14,[shell32.dll],51,0,0.26,0,shell32.dll,,,,,,,,
15,[shell32.dll],51,0,0.26,0,shell32.dll,,,,,,,,
20,[nvd3dum.dll],51,0,0.26,0,nvd3dum.dll,,,,,,,,
6,[windows.storage.dll],51,0,0.26,0,windows.storage.dll,,,,,,,,
18,[ntdll.dll],51,0,0.26,0,ntdll.dll,,,,,,,,
19,[wow64win.dll],51,0,0.26,0,wow64win.dll,,,,,,,,
20,[wow64.dll],51,0,0.26,0,wow64.dll,,,,,,,,
21,[wow64.dll],51,0,0.26,0,wow64.dll,,,,,,,,
22,[wow64cpu.dll],51,0,0.26,0,wow64cpu.dll,,,,,,,,
66,[comctl32.dll],50,0,0.26,0,comctl32.dll,,,,,,,,
41,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
47,[shlwapi.dll],50,0,0.26,0,shlwapi.dll,,,,,,,,
48,[ExplorerFrame.dll],50,0,0.26,0,ExplorerFrame.dll,,,,,,,,
49,[ExplorerFrame.dll],50,0,0.26,0,ExplorerFrame.dll,,,,,,,,
50,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
51,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
52,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
53,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
54,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
55,[comctl32.dll],50,0,0.26,0,comctl32.dll,,,,,,,,
56,[comctl32.dll],50,0,0.26,0,comctl32.dll,,,,,,,,
57,[ExplorerFrame.dll],50,0,0.26,0,ExplorerFrame.dll,,,,,,,,
58,[ExplorerFrame.dll],50,0,0.26,0,ExplorerFrame.dll,,,,,,,,
59,[comctl32.dll],50,0,0.26,0,comctl32.dll,,,,,,,,
60,[comctl32.dll],50,0,0.26,0,comctl32.dll,,,,,,,,
61,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
62,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
63,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
64,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
65,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
66,[comctl32.dll],50,0,0.26,0,comctl32.dll,,,,,,,,
67,[comctl32.dll],50,0,0.26,0,comctl32.dll,,,,,,,,
68,[comctl32.dll],50,0,0.26,0,comctl32.dll,,,,,,,,
69,[comctl32.dll],50,0,0.26,0,comctl32.dll,,,,,,,,
14,[user32.dll],50,0,0.26,0,user32.dll,,,,,,,,
32,[gdi32.dll],50,0,0.26,0,gdi32.dll,,,,,,,,
33,[gdi32full.dll],50,0,0.26,0,gdi32full.dll,,,,,,,,
21,[KernelBase.dll],50,0,0.26,0,KernelBase.dll,,,,,,,,
22,[ntdll.dll],50,0,0.26,0,ntdll.dll,,,,,,,,
23,[ntdll.dll],50,0,0.26,0,ntdll.dll,,,,,,,,
24,[ntdll.dll],50,0,0.26,0,ntdll.dll,,,,,,,,
25,[ntdll.dll],50,0,0.26,0,ntdll.dll,,,,,,,,
26,[wow64.dll],50,0,0.26,0,wow64.dll,,,,,,,,
27,[wow64.dll],50,0,0.26,0,wow64.dll,,,,,,,,
28,[wow64cpu.dll],50,0,0.26,0,wow64cpu.dll,,,,,,,,
42,[user32.dll],49,0,0.25,0,user32.dll,,,,,,,,
49,[user32.dll],49,0,0.25,0,user32.dll,,,,,,,,
56,[user32.dll],49,0,0.25,0,user32.dll,,,,,,,,
57,[user32.dll],49,0,0.25,0,user32.dll,,,,,,,,
12,[dlnashext.dll],49,0,0.25,0,dlnashext.dll,,,,,,,,
13,[dlnashext.dll],49,0,0.25,0,dlnashext.dll,,,,,,,,
14,[dlnashext.dll],49,0,0.25,0,dlnashext.dll,,,,,,,,
29,[wow64cpu.dll],49,49,0.25,0.25,wow64cpu.dll,,,,,,,,
7,[ntdll.dll],49,0,0.25,0,ntdll.dll,,,,,,,,
8,[ntdll.dll],49,0,0.25,0,ntdll.dll,,,,,,,,
9,[ntdll.dll],49,0,0.25,0,ntdll.dll,,,,,,,,
10,[wow64.dll],49,0,0.25,0,wow64.dll,,,,,,,,
11,[wow64.dll],49,0,0.25,0,wow64.dll,,,,,,,,
12,[wow64cpu.dll],49,0,0.25,0,wow64cpu.dll,,,,,,,,
3,[GdiPlus.dll],49,0,0.25,0,GdiPlus.dll,,,,,,,,
61,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
62,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
63,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
64,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
65,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
66,[comctl32.dll],48,0,0.25,0,comctl32.dll,,,,,,,,
55,[comctl32.dll],48,0,0.25,0,comctl32.dll,,,,,,,,
59,[ntdll.dll],48,0,0.25,0,ntdll.dll,,,,,,,,
60,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
61,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
62,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
63,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
64,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
20,[winmmbase.dll],48,0,0.25,0,winmmbase.dll,,,,,,,,
21,[winmmbase.dll],48,0,0.25,0,winmmbase.dll,,,,,,,,
22,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
23,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
24,[user32.dll],48,0,0.25,0,user32.dll,,,,,,,,
18,[windows.storage.dll],48,0,0.25,0,windows.storage.dll,,,,,,,,
11,[ntdll.dll],48,0,0.25,0,ntdll.dll,,,,,,,,
50,[shell32.dll],47,0,0.24,0,shell32.dll,,,,,,,,
51,[shell32.dll],47,0,0.24,0,shell32.dll,,,,,,,,
52,[shell32.dll],47,0,0.24,0,shell32.dll,,,,,,,,
53,[shell32.dll],47,0,0.24,0,shell32.dll,,,,,,,,
54,[shell32.dll],47,0,0.24,0,shell32.dll,,,,,,,,
55,[shell32.dll],47,0,0.24,0,shell32.dll,,,,,,,,
39,[user32.dll],47,0,0.24,0,user32.dll,,,,,,,,
48,[shell32.dll],47,0,0.24,0,shell32.dll,,,,,,,,
49,[SHCore.dll],47,0,0.24,0,SHCore.dll,,,,,,,,
53,[duser.dll],47,0,0.24,0,duser.dll,,,,,,,,
14,[ntdll.dll],47,5,0.24,0.03,ntdll.dll,,,,,,,,
14,[combase.dll],47,0,0.24,0,combase.dll,,,,,,,,
15,[combase.dll],47,0,0.24,0,combase.dll,,,,,,,,
16,[combase.dll],47,0,0.24,0,combase.dll,,,,,,,,
17,[combase.dll],47,0,0.24,0,combase.dll,,,,,,,,
18,[combase.dll],47,0,0.24,0,combase.dll,,,,,,,,
19,[combase.dll],47,1,0.24,0.01,combase.dll,,,,,,,,
22,[KernelBase.dll],47,0,0.24,0,KernelBase.dll,,,,,,,,
23,[ntdll.dll],47,0,0.24,0,ntdll.dll,,,,,,,,
24,[ntdll.dll],47,0,0.24,0,ntdll.dll,,,,,,,,
25,[ntdll.dll],47,0,0.24,0,ntdll.dll,,,,,,,,
26,[ntdll.dll],47,0,0.24,0,ntdll.dll,,,,,,,,
27,[wow64.dll],47,0,0.24,0,wow64.dll,,,,,,,,
28,[wow64.dll],47,0,0.24,0,wow64.dll,,,,,,,,
29,[wow64cpu.dll],47,0,0.24,0,wow64cpu.dll,,,,,,,,
21,[comctl32.dll],47,0,0.24,0,comctl32.dll,,,,,,,,
19,[windows.storage.dll],47,0,0.24,0,windows.storage.dll,,,,,,,,
20,[windows.storage.dll],47,1,0.24,0.01,windows.storage.dll,,,,,,,,
12,[ntdll.dll],47,0,0.24,0,ntdll.dll,,,,,,,,
4,[GdiPlus.dll],47,0,0.24,0,GdiPlus.dll,,,,,,,,
3,[wow64.dll],47,0,0.24,0,wow64.dll,,,,,,,,
4,[wow64.dll],47,0,0.24,0,wow64.dll,,,,,,,,
50,[user32.dll],46,0,0.23,0,user32.dll,,,,,,,,
51,[user32.dll],46,0,0.23,0,user32.dll,,,,,,,,
17,[shell32.dll],46,0,0.23,0,shell32.dll,,,,,,,,
20,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
21,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
22,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
23,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
24,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
25,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
26,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
27,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
28,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
29,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
30,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
31,[combase.dll],46,0,0.23,0,combase.dll,,,,,,,,
30,[wow64cpu.dll],46,46,0.23,0.23,wow64cpu.dll,,,,,,,,
22,[comctl32.dll],46,0,0.23,0,comctl32.dll,,,,,,,,
5,[wow64cpu.dll],46,3,0.23,0.02,wow64cpu.dll,,,,,,,,
67,[comctl32.dll],45,0,0.23,0,comctl32.dll,,,,,,,,
68,[ExplorerFrame.dll],45,0,0.23,0,ExplorerFrame.dll,,,,,,,,
69,[ExplorerFrame.dll],45,0,0.23,0,ExplorerFrame.dll,,,,,,,,
70,[comctl32.dll],45,0,0.23,0,comctl32.dll,,,,,,,,
42,[duser.dll],45,0,0.23,0,duser.dll,,,,,,,,
43,[duser.dll],45,0,0.23,0,duser.dll,,,,,,,,
44,[duser.dll],45,0,0.23,0,duser.dll,,,,,,,,
46,[user32.dll],45,0,0.23,0,user32.dll,,,,,,,,
47,[user32.dll],45,0,0.23,0,user32.dll,,,,,,,,
48,[comctl32.dll],45,0,0.23,0,comctl32.dll,,,,,,,,
49,[comctl32.dll],45,0,0.23,0,comctl32.dll,,,,,,,,
40,[user32.dll],45,0,0.23,0,user32.dll,,,,,,,,
59,[user32.dll],45,0,0.23,0,user32.dll,,,,,,,,
60,[win32u.dll],45,0,0.23,0,win32u.dll,,,,,,,,
61,[ntdll.dll],45,0,0.23,0,ntdll.dll,,,,,,,,
62,[ntdll.dll],45,0,0.23,0,ntdll.dll,,,,,,,,
63,[ntdll.dll],45,0,0.23,0,ntdll.dll,,,,,,,,
64,[ntdll.dll],45,0,0.23,0,ntdll.dll,,,,,,,,
65,[wow64.dll],45,0,0.23,0,wow64.dll,,,,,,,,
66,[wow64.dll],45,0,0.23,0,wow64.dll,,,,,,,,
67,[wow64cpu.dll],45,0,0.23,0,wow64cpu.dll,,,,,,,,
68,[wow64cpu.dll],45,0,0.23,0,wow64cpu.dll,,,,,,,,
69,[ntdll.dll],45,0,0.23,0,ntdll.dll,,,,,,,,
70,[wow64win.dll],45,0,0.23,0,wow64win.dll,,,,,,,,
71,[wow64.dll],45,0,0.23,0,wow64.dll,,,,,,,,
72,[wow64.dll],45,0,0.23,0,wow64.dll,,,,,,,,
73,[wow64cpu.dll],45,0,0.23,0,wow64cpu.dll,,,,,,,,
56,[comctl32.dll],45,0,0.23,0,comctl32.dll,,,,,,,,
16,[clr.dll],45,27,0.23,0.14,clr.dll,,,,,,,,
13,[combase.dll],45,0,0.23,0,combase.dll,,,,,,,,
14,[combase.dll],45,0,0.23,0,combase.dll,,,,,,,,
15,[combase.dll],45,0,0.23,0,combase.dll,,,,,,,,
16,[combase.dll],45,0,0.23,0,combase.dll,,,,,,,,
17,[combase.dll],45,0,0.23,0,combase.dll,,,,,,,,
8,[ntdll.dll],45,0,0.23,0,ntdll.dll,,,,,,,,
9,[ntdll.dll],45,1,0.23,0.01,ntdll.dll,,,,,,,,
25,[user32.dll],45,0,0.23,0,user32.dll,,,,,,,,
